"","DBN","School.Name","Number.of.Test.Takers","Critical.Reading.Mean","Mathematics.Mean","Writing.Mean","Name","schoolyear","fl_percent","frl_percent","total_enrollment","prek","k","grade1","grade2","grade3","grade4","grade5","grade6","grade7","grade8","grade9","grade10","grade11","grade12","ell_num","ell_percent","sped_num","sped_percent","ctt_num","selfcontained_num","asian_num","asian_per","black_num","black_per","hispanic_num","hispanic_per","white_num","white_per","male_num","male_per","female_num","female_per"
"347","28Q505","HILLCREST HIGH SCHOOL ",498,385,400,385,"HILLCREST HIGH SCHOOL",20102011,"   ",76.4,3289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953,877,665,794,417,12.7,271,8.2,148,17,1122,34.1,1319,40.1,734,22.3,84,2.6,1449,44.1,1840,55.9
"348","28Q620","Thomas Edison Vocational-Technical High School ",529,455,490,439,"THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION",20102011,"   ",54.7,2352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,591,551,650,41,1.7,270,11.5,34,140,1145,48.7,580,24.7,527,22.4,82,3.5,1557,66.2,795,33.8
"349","28Q680","Queens Gateway to Health Sciences Secondary Schoo ",89,525,532,515,"QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHO",20102011,"   ",68.8,632,NA,NA,NA,NA,NA,NA,NA,NA,88,94,118,127,107,98,NA,0,NA,0,NA,NA,220,34.8,284,44.9,111,17.6,14,2.2,229,36.2,403,63.8
"350","28Q687","QUEENS HS FOR SCIENCE YORK COL ",99,613,650,612,"QUEENS HIGH SCHOOL FOR SCIENCES AT YORK COLLEGE",20102011,"   ",42.6,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,102,115,89,NA,NA,2,0.5,NA,NA,290,71.1,47,11.5,34,8.3,36,8.8,227,55.6,181,44.4
"351","28Q690","High School For Law Enforcement And Public Safety ",62,408,429,412,"HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFET",20102011,"   ",58.2,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,170,120,98,12,2.3,66,12.5,13,29,36,6.8,414,78.3,75,14.2,2,0.4,267,50.5,262,49.5
"352","29Q248","QUEENS PREPARATORY ACADEMY ",46,372,388,381,"QUEENS PREPARATORY ACADEMY",20102011,"   ",61.2,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,93,100,94,18,4.6,48,12.2,39,1,15,3.8,342,87.2,28,7.1,2,0.5,224,57.1,168,42.9
"353","29Q259","PATHWAYS COLLEGE PREPARATORY SCHOOL ",42,406,415,394,"PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE B",20102011,"   ",58.6,540,NA,NA,NA,NA,NA,NA,NA,95,82,87,72,78,67,59,7,1.3,90,16.7,38,10,9,1.7,509,94.3,18,3.3,3,0.6,303,56.1,237,43.9
"354","29Q265","EXCELSIOR PREPARATORY HIGH SCHOOL ",55,394,358,388,"EXCELSIOR PREPARATORY HIGH SCHOOL",20102011,"   ",73.6,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,112,86,92,13,2.8,68,14.8,56,NA,13,2.8,405,87.9,39,8.5,1,0.2,258,56,203,44
"355","29Q272","GEORGE WASHINGTON CARVER HS ",68,425,435,418,"GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCI",20102011,"   ",61.3,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,109,97,100,9,2,52,11.6,29,2,40,8.9,334,74.7,65,14.5,4,0.9,219,49,228,51
"356","29Q283","PREPARATORY ACADEMY FOR WRITERS ",18,413,402,388,"PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD",20102011,"   ",66.6,411,NA,NA,NA,NA,NA,NA,NA,56,66,67,77,59,40,46,9,2.2,70,17,13,27,15,3.6,341,83,48,11.7,5,1.2,175,42.6,236,57.4
"357","29Q420","Springfield Gardens High School ",20,429,402,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","29Q492","MATH SCIENCE RESEARCH TECH MAG ",59,405,430,405,"MATH SCIENCE RESEARCH AND TECHNOLOGY MAGNE",20102011,"   ",56.8,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,106,99,126,16,3.7,45,10.4,2,24,29,6.7,349,81,48,11.1,3,0.7,253,58.7,178,41.3
"359","29Q494","LAW GOVERNMENT SERVICE MAGNET ",60,406,412,391,"LAW GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",20102011,"   ",56.1,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,144,77,53,8,1.9,57,13.3,2,32,19,4.4,354,82.3,38,8.8,5,1.2,198,46,232,54
"360","29Q496","BUSINESS COMPUTER APPLICATION ",52,388,389,380,"BUSINESS COMPUTER APPLICATIONS & ENTREPRENEURSHI",20102011,"   ",55.1,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,126,66,90,17,4.7,66,18.1,3,30,22,6,307,84.3,19,5.2,5,1.4,254,69.8,110,30.2
"361","29Q498","Humanities and Arts Magnet High School ",45,383,371,370,"HUMANITIES & ARTS MAGNET HIGH SCHOOL",20102011,"   ",62.7,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,119,115,81,14,2.9,63,13,37,NA,11,2.3,438,90.7,29,6,3,0.6,199,41.2,284,58.8
"362","30Q445","WILLIAM C BRYANT HIGH SCHOOL ",322,405,456,408,"WILLIAM CULLEN BRYANT HIGH SCHOOL",20102011,"   ",30.1,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014,861,570,565,573,19,355,11.8,60,180,817,27.1,240,8,1487,49.4,435,14.5,1575,52.3,1435,47.7
"363","30Q450","LONG ISLAND CITY HIGH SCHOOL ",296,418,434,408,"LONG ISLAND CITY HIGH SCHOOL",20102011,"   ",72.1,3508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1185,1034,593,696,484,13.8,433,12.3,157,186,516,14.7,416,11.9,2144,61.1,425,12.1,1771,50.5,1737,49.5
"364","30Q501","Frank Sinatra School of the Arts ",153,506,495,499,"FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL",20102011,"   ",30.9,736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,239,177,135,2,0.3,13,1.8,NA,NA,78,10.6,141,19.2,201,27.3,308,41.8,227,30.8,509,69.2
"365","30Q502","INFORMATION TECHNOLOGY HIGH SCHOOL ",140,440,452,424,"INFORMATION TECHNOLOGY HIGH SCHOOL",20102011,"   ",82.6,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,254,214,214,93,9.8,162,17.1,54,54,141,14.9,169,17.9,540,57.1,94,9.9,686,72.6,259,27.4
"366","30Q555","NEWCOMERS HIGH SCHOOL ",147,343,447,346,"NEWCOMERS HIGH SCHOOL",20102011,"   ",86.6,1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,504,222,70,944,90.4,NA,0,NA,NA,467,44.7,57,5.5,472,45.2,46,4.4,565,54.1,479,45.9
"367","30Q575","ACADEMY OF AMERICAN STUDIES ",120,502,505,515,"ACADEMY OF AMERICAN STUDIES",20102011,"   ",68.9,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,208,147,135,41,6,58,8.5,28,4,210,30.7,56,8.2,220,32.2,198,28.9,312,45.6,372,54.4
"368","30Q580","BACCALAUREATE SCH GLOBAL EDUC ",64,560,587,570,"BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION",20102011,"   ",46.9,408,NA,NA,NA,NA,NA,NA,NA,NA,81,75,70,61,58,63,NA,0,1,0.2,NA,NA,125,30.6,20,4.9,106,26,155,38,186,45.6,222,54.4
"369","31R080","MICHAEL J PETRIDES SCHOOL ",86,508,523,502,"MICHAEL J. PETRIDES HIGH SCHOOL",20102011,"   ",43.7,1315,NA,75,82,85,85,96,97,98,93,93,116,136,130,129,23,1.7,233,17.7,29,33,108,8.2,237,18,209,15.9,743,56.5,647,49.2,668,50.8
"370","31R440","NEW DORP HIGH SCHOOL ",282,431,446,434,"NEW DORP HIGH SCHOOL",20102011,"   ",50.9,2476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,659,670,323,142,5.7,406,16.4,72,143,170,6.9,319,12.9,647,26.1,1332,53.8,1327,53.6,1149,46.4
"371","31R445","PORT RICHMOND HIGH SCHOOL ",237,437,442,425,"PORT RICHMOND HIGH SCHOOL",20102011,"   ",58.9,2272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895,563,378,436,98,4.3,435,19.1,71,180,155,6.8,707,31.1,810,35.7,585,25.7,1203,52.9,1069,47.1
"372","31R450","CURTIS HIGH SCHOOL ",373,439,441,430,"CURTIS HIGH SCHOOL",20102011,"   ",59.5,2565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834,827,469,435,155,6,374,14.6,56,155,192,7.5,973,37.9,798,31.1,587,22.9,1167,45.5,1398,54.5
"373","31R455","TOTTENVILLE HIGH SCHOOL ",698,459,482,467,"TOTTENVILLE HIGH SCHOOL",20102011,"   ",18.5,3813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972,957,1005,879,66,1.7,505,13.2,170,135,208,5.5,74,1.9,378,9.9,3137,82.3,1897,49.8,1916,50.2
"374","31R460","SUSAN E WAGNER HIGH SCHOOL ",531,463,482,457,"SUSAN E. WAGNER HIGH SCHOOL",20102011,"   ",48.4,3162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,862,724,673,106,3.4,549,17.4,46,310,479,15.1,339,10.7,734,23.2,1594,50.4,1575,49.8,1587,50.2
"375","31R470","CONCORD HIGH SCHOOL ",10,474,431,397,"CONCORD HIGH SCHOOL",20102011,"   ",62.4,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,92,49,NA,4,2.4,34,20.2,1,5,2,1.2,57,33.9,63,37.5,42,25,76,45.2,92,54.8
"376","31R600","RALPH MCKEE VOC-TECH HIGH SCH ",48,411,429,386,"RALPH R. MCKEE CAREER AND TECHNICAL HIGH SCHOOL",20102011,"   ",63.2,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,210,153,136,32,4.3,194,26.2,26,85,36,4.9,299,40.4,243,32.8,162,21.9,520,70.2,221,29.8
"377","31R605","STATEN ISLAND TECHNICAL HIGH SCHOOL ",287,638,673,617,"STATEN ISLAND TECHNICAL HIGH SCHOOL",20102011,"   ",19.8,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,290,226,211,NA,NA,11,1.1,NA,NA,301,29.5,17,1.7,52,5.1,647,63.4,579,56.8,441,43.2
"378","32K403","ACADEMY OF ENVIRONMENTAL LEADERSHIP ",36,382,369,374,"ACADEMY FOR ENVIRONMENTAL LEADERSHIP",20102011,"   ",93.8,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,98,86,71,108,30.5,59,16.7,21,33,2,0.6,79,22.3,266,75.1,3,0.8,172,48.6,182,51.4
"379","32K545","EBC High School for Public Service - Bushwick ",82,389,390,376,"EBC HIGH SCHOOL FOR PUBLIC SERVICEBUSHWICK",20102011,"   ",91,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,165,180,203,105,15.6,69,10.2,36,23,10,1.5,63,9.3,591,87.6,6,0.9,355,52.6,320,47.4
"380","32K549","BUSHWICK HS FOR SOCIAL JUSTICE ",72,363,364,358,"BUSHWICK SCHOOL FOR SOCIAL JUSTICE",20102011,"   ",82.9,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,107,107,82,72,17.1,74,17.6,44,24,2,0.5,122,29,288,68.6,4,1,204,48.6,216,51.4
"381","32K552","Academy of Urban Planning ",49,355,361,353,"ACADEMY OF URBAN PLANNING",20102011,"   ",75.2,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,141,107,98,92,19.5,93,19.7,24,54,6,1.3,146,31,310,65.8,8,1.7,248,52.7,223,47.3
"382","32K554","ALL CITY LEADERSHIP SECONDARY ",29,394,420,395,"ALL CITY LEADERSHIP SECONDARY SCHOOL",20102011,"   ",93.6,238,NA,NA,NA,NA,NA,NA,NA,30,30,30,36,34,39,39,8,3.4,13,5.5,NA,3,5,2.1,42,17.6,189,79.4,1,0.4,128,53.8,110,46.2
"383","32K556","Bushwick Leaders High School for Academic Excel ",30,357,345,351,"BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELL",20102011,"   ",96.7,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,109,111,144,101,20.2,88,17.6,1,49,3,0.6,92,18.4,402,80.4,1,0.2,270,54,230,46
"384","75R025","South Richmond High School ",10,407,421,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","76K460","John Jay High School ",9,390,381,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","79X490","PHOENIX SCHOOL ",7,404,423,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
